dateofrecord,country_code,country_name,dailydeceased,totaldeceased,dailyconfirmed,dailyrecovered,totalconfirmed,totalrecovered
2021-02-27,IT,Italy,280,97507,18902,11320,2907825,2398352
2021-02-28,IT,Italy,192,97699,17440,6847,2925265,2405199
2021-03-01,IT,Italy,246,97945,13106,10894,2938371,2416093
2021-03-02,IT,Italy,343,98288,17063,10057,2955434,2426150
2021-03-03,IT,Italy,347,98635,20840,14068,2976274,2440218
2021-03-04,IT,Italy,339,98974,22845,13488,2999119,2453706
2021-03-05,IT,Italy,297,99271,24010,13682,3023129,2467388
2021-03-06,IT,Italy,307,99578,23633,13984,3046762,2481372
2021-03-07,IT,Italy,207,99785,20724,13467,3067486,2494839
2021-03-08,IT,Italy,318,100103,13882,13893,3081368,2508732
2021-03-09,IT,Italy,376,100479,19725,12999,3101093,2521731
2021-03-10,IT,Italy,332,100811,22275,13752,3123368,2535483
2021-03-11,IT,Italy,373,101184,25649,15000,3149017,2550483
2021-03-12,IT,Italy,380,101564,26790,14443,3175807,2564926
2021-03-13,IT,Italy,317,101881,26031,14970,3201838,2579896
2021-03-14,IT,Italy,264,102145,21304,9835,3223142,2589731
2021-03-15,IT,Italy,354,102499,15252,15807,3238394,2605538
2021-03-16,IT,Italy,502,103001,20376,14116,3258770,2619654
2021-03-17,IT,Italy,431,103432,23040,19716,3281810,2639370
2021-03-18,IT,Italy,423,103855,24901,15976,3306711,2655346
2021-03-19,IT,Italy,386,104241,25707,16292,3332418,2671638
2021-03-20,IT,Italy,401,104642,23913,14598,3356331,2686236
2021-03-21,IT,Italy,300,104942,20045,13526,3376376,2699762
2021-03-22,IT,Italy,386,105328,24501,19715,3400877,2719477
2021-03-23,IT,Italy,551,105879,18739,33606,3419616,2753083
2021-03-24,IT,Italy,460,106339,21246,20132,3440862,2773215
2021-03-25,IT,Italy,460,106799,23681,21673,3464543,2794888
2021-03-26,IT,Italy,457,107256,24076,19764,3488619,2814652
2021-03-27,IT,Italy,380,107636,23834,18287,3512453,2832939
2021-03-28,IT,Italy,297,107933,19604,17950,3532057,2850889
2021-03-29,IT,Italy,417,108350,12900,19725,3544957,2870614
2021-03-30,IT,Italy,529,108879,16055,18687,3561012,2889301
2021-03-31,IT,Italy,467,109346,23887,23744,3584899,2913045
2021-04-01,IT,Italy,501,109847,22184,20712,3607083,2933757
2021-04-02,IT,Italy,481,110328,21917,19620,3629000,2953377
2021-04-03,IT,Italy,376,110704,21247,21311,3650247,2974688
2020-12-01,FR,France,775,53158,7951,1748,2231344,141558
2020-12-02,FR,France,310,53468,13980,1534,2245324,143092
2020-12-03,FR,France,323,53791,12570,1377,2257894,144469
2020-12-04,FR,France,627,54418,11186,855,2269080,145324
2020-12-05,FR,France,212,54630,12809,1006,2281889,146330
2020-12-06,FR,France,174,54804,10949,228,2292838,146558
2020-12-07,FR,France,366,55170,3411,699,2296249,147257
2020-12-08,FR,France,831,56001,13511,1583,2309760,148840
2020-12-09,FR,France,293,56294,14540,1379,2324300,150219
2020-12-10,FR,France,290,56584,13294,1411,2337594,151630
2020-12-11,FR,France,627,57211,13329,925,2350923,152555
2020-12-12,FR,France,193,57404,13817,0,2364740,152555
2020-12-13,FR,France,150,57554,11488,1104,2376228,153659
2020-12-14,FR,France,371,57925,3063,652,2379291,154311
2020-12-15,FR,France,787,58712,11128,1440,2390419,155751
2020-12-16,FR,France,289,59001,17564,1224,2407983,156975
2020-12-17,FR,France,258,59259,18080,1195,2426063,158170
2020-12-18,FR,France,610,59869,15674,968,2441737,159138
2020-12-19,FR,France,187,60056,17102,915,2458839,160053
2020-12-20,FR,France,130,60186,12619,235,2471458,160288
2020-12-21,FR,France,351,60537,5797,658,2477255,160946
2020-12-22,FR,France,802,61339,11634,1594,2488889,162540
2020-12-23,FR,France,275,61614,14804,1214,2503693,163754
2020-12-24,FR,France,290,61904,21541,1367,2525234,165121
2020-12-25,FR,France,159,62063,20124,529,2545358,165650
2020-12-26,FR,France,146,62209,3030,273,2548388,165923
2020-12-27,FR,France,173,62382,8233,223,2556621,166146
2020-12-28,FR,France,363,62745,2954,781,2559575,166927
2020-12-29,FR,France,968,63713,11192,1084,2570767,168011
2020-12-30,FR,France,303,64016,26357,1239,2597124,169250
2020-12-31,FR,France,251,64267,19778,1176,2616902,170426
2021-01-01,FR,France,132,64399,19143,470,2636045,170896
2021-01-02,FR,France,156,64555,3359,273,2639404,171169
2021-01-03,FR,France,116,64671,12489,212,2651893,171381
2021-01-04,FR,France,378,65049,4022,651,2655915,172032
2021-01-05,FR,France,866,65915,20280,1466,2676195,173498
2021-01-06,FR,France,282,66197,25020,1253,2701215,174751
2021-01-07,FR,France,275,66472,21513,0,2722728,174751
2021-01-08,FR,France,590,67062,19621,2406,2742349,177157
2021-01-09,FR,France,167,67229,19771,879,2762120,178036
2021-01-10,FR,France,151,67380,15801,264,2777921,178300
2021-01-11,FR,France,310,67690,3582,643,2781503,178943
2021-01-12,FR,France,741,68431,19267,1318,2800770,180261
2021-01-13,FR,France,229,68660,23703,1282,2824473,181543
2021-01-14,FR,France,282,68942,21228,1130,2845701,182673
2021-01-15,FR,France,634,69576,20712,1046,2866413,183719
2021-01-16,FR,France,190,69766,21119,0,2887532,183719
2021-01-17,FR,France,140,69906,16443,1272,2903975,184991
2021-01-18,FR,France,403,70309,3736,857,2907711,185848
2021-01-19,FR,France,654,70963,23339,1616,2931050,187464
2021-01-20,FR,France,310,71273,26497,1426,2957547,188890
2021-01-21,FR,France,346,71619,22368,1296,2979915,190186
2021-01-22,FR,France,649,72268,22995,1076,3002910,191262
2021-01-23,FR,France,229,72497,23410,903,3026320,192165
2021-01-24,FR,France,171,72668,18038,240,3044358,192405
2021-01-25,FR,France,445,73113,4240,743,3048598,193148
2021-01-26,FR,France,612,73725,21860,1444,3070458,194592
2021-01-27,FR,France,350,74075,26916,1418,3097374,196010
2021-01-28,FR,France,343,74418,23260,0,3120634,196010
2021-01-29,FR,France,820,75238,22783,2604,3143417,198614
2021-01-30,FR,France,240,75478,23857,689,3167274,199303
2021-01-31,FR,France,195,75673,19080,286,3186354,199589
2021-02-01,FR,France,455,76128,4347,903,3190701,200492
2021-02-02,FR,France,724,76852,22659,1577,3213360,202069
2021-02-03,FR,France,357,77209,25896,1576,3239256,203645
2021-02-04,FR,France,0,77205,0,0,3238798,203645
2021-02-05,FR,France,1006,78211,45287,2836,3284085,206481
2021-02-06,FR,France,190,78401,19188,1144,3303273,207625
2021-02-07,FR,France,171,78572,19715,284,3322988,207909
2021-02-08,FR,France,458,79030,4317,1016,3327305,208925
2021-02-09,FR,France,722,79752,18253,1724,3345558,210649
2021-02-10,FR,France,293,80045,25087,1116,3370645,211765
2021-02-11,FR,France,359,80404,20307,1640,3390952,213405
2021-02-12,FR,France,642,81046,20044,0,3410996,213405
2021-02-13,FR,France,198,81244,20809,0,3431805,213405
2021-02-14,FR,France,161,81405,15713,0,3447518,213405
2021-02-15,FR,France,412,81817,4376,3775,3451894,217180
2021-02-16,FR,France,582,82399,19374,1710,3471268,218890
2021-02-17,FR,France,306,82705,24507,972,3495775,219862
2021-02-18,FR,France,270,82975,21402,1390,3517177,221252
2021-02-19,FR,France,567,83542,24105,0,3541282,221252
2021-02-20,FR,France,151,83693,21425,0,3562707,221252
2021-02-21,FR,France,159,83852,21619,0,3584326,221252
2021-02-22,FR,France,333,84185,4646,3405,3588972,224657
2021-02-23,FR,France,425,84610,19299,1551,3608271,226208
2021-02-24,FR,France,274,84884,31230,673,3639501,226881
2021-02-25,FR,France,257,85141,24549,1418,3664050,228299
2021-02-26,FR,France,535,85676,24984,0,3689034,228299
2021-02-27,FR,France,182,85858,23440,0,3712474,228299
2021-02-28,FR,France,122,85980,19952,0,3732426,228299
2021-03-01,FR,France,367,86347,3964,3516,3736390,231815
2021-03-02,FR,France,417,86764,22857,823,3759247,232638
2021-03-03,FR,France,315,87079,26079,1396,3785326,234034
2021-03-04,FR,France,293,87372,25279,1401,3810605,235435
2021-03-05,FR,France,424,87796,22967,1229,3833572,236664
2021-03-06,FR,France,162,87958,22610,990,3856182,237654
2021-03-07,FR,France,130,88088,21825,386,3878007,238040
2021-03-08,FR,France,359,88447,5327,801,3883334,238841
2021-03-09,FR,France,364,88811,23029,1010,3906363,239851
2021-03-10,FR,France,252,89063,29627,1480,3935990,241331
2021-03-11,FR,France,265,89328,27166,1414,3963156,242745
2021-03-12,FR,France,223,89551,25038,1245,3988194,243990
2021-03-13,FR,France,169,89720,29650,937,4017844,244927
2021-03-14,FR,France,207,89927,25925,345,4043769,245272
2021-03-15,FR,France,333,90260,6241,811,4050010,246083
2021-03-16,FR,France,400,90660,30002,1589,4080012,247672
2021-03-17,FR,France,71,90731,37638,0,4117650,247672
2021-03-18,FR,France,417,91148,34954,2903,4152604,250575
2021-03-19,FR,France,285,91433,35026,0,4187630,250575
2021-03-20,FR,France,167,91600,35305,663,4222935,251238
2021-03-21,FR,France,137,91737,29984,0,4252919,251238
2021-03-22,FR,France,343,92080,15792,2239,4268711,253477
2021-03-23,FR,France,287,92367,14678,667,4283389,254144
2021-03-24,FR,France,227,92594,64225,0,4347614,254144
2021-03-25,FR,France,225,92819,45641,3100,4393255,257244
2021-03-26,FR,France,895,93714,41629,1455,4434884,258699
2021-03-27,FR,France,190,93904,42619,1288,4477503,259987
2021-03-28,FR,France,124,94028,36182,402,4513685,260389
2021-03-29,FR,France,360,94388,9094,1058,4522779,261447
2021-03-30,FR,France,381,94769,30702,1222,4553481,262669
2021-03-31,FR,France,283,95052,57911,1842,4611392,264511
2021-04-01,FR,France,304,95356,50449,1528,4661841,266039
2021-04-02,FR,France,327,95683,46807,1568,4708648,267607
2021-04-03,FR,France,0,95677,0,0,4707488,267607
2021-04-04,FR,France,369,96046,80629,1890,4788117,269497
2020-12-01,US,United States,2576,268695,179132,79174,13637602,5159312
2020-12-02,US,United States,2777,271472,199440,94268,13837596,5253580
2020-12-03,US,United States,2866,274338,216923,81047,14054519,5334627
2020-12-04,US,United States,2587,276925,227036,65325,14281555,5399952
2020-12-05,US,United States,2240,279165,212528,104474,14494083,5504426
2020-12-06,US,United States,1104,280269,174257,48349,14668340,5552775
2020-12-07,US,United States,1389,281658,191204,89372,14859427,5642147
2020-12-08,US,United States,2543,284201,214881,71155,15074426,5713302
2020-12-09,US,United States,3108,287309,220318,101657,15294744,5814959
2020-12-10,US,United States,2743,290052,223664,93663,15518408,5908622
2020-12-11,US,United States,3297,293349,229887,149318,15748295,6057940
2020-12-12,US,United States,2347,295696,218503,110622,15966798,6168562
2020-12-13,US,United States,1381,297038,190645,50973,16229568,6219535
2020-12-14,US,United States,1508,298609,192013,101045,16421188,6320580
2020-12-15,US,United States,3003,301612,197589,89999,16618777,6410579
2020-12-16,US,United States,3650,305250,246854,105043,16874827,6515622
2020-12-17,US,United States,3329,308579,234851,83692,17109678,6599314
2020-12-18,US,United States,2801,311380,248022,74142,17357700,6673456
2020-12-19,US,United States,2560,313940,194968,126323,17552668,6799779
2020-12-20,US,United States,1476,315416,187606,52540,17740274,6852319
2020-12-21,US,United States,1676,317092,189946,106580,17930220,6958899
2020-12-22,US,United States,3389,320481,193770,82913,18123990,7041812
2020-12-23,US,United States,3335,323816,227192,106457,18351182,7148269
2020-12-24,US,United States,2879,326695,191525,101406,18542707,7249675
2020-12-25,US,United States,1214,327909,98950,23368,18647979,7273043
2020-12-26,US,United States,1657,329566,224981,109511,18872960,7382554
2020-12-27,US,United States,1190,330756,148818,55849,19021778,7438403
2020-12-28,US,United States,1704,332460,166092,72568,19197747,7510971
2020-12-29,US,United States,3724,336184,199808,97706,19397555,7608677
2020-12-30,US,United States,3721,339905,228979,104339,19626534,7713016
2020-12-31,US,United States,3394,343299,226666,110454,19853200,7823470
2021-01-01,US,United States,2030,345329,159551,424873,20012751,8248343
2021-01-02,US,United States,2389,347718,296351,0,20309102,7993646
2021-01-03,US,United States,1373,349091,209986,43255,20519088,8036901
2021-01-04,US,United States,1889,350980,179670,162952,20698758,8199853
2021-01-05,US,United States,3763,354743,228238,77188,20926996,8277041
2021-01-06,US,United States,3841,358595,249102,97422,21179508,8374463
2021-01-07,US,United States,4173,362768,279620,112914,21459128,8487377
2021-01-08,US,United States,3451,366219,280652,71455,21739780,8558832
2021-01-09,US,United States,3224,369926,263917,103758,22068936,8662590
2021-01-10,US,United States,1803,371729,215467,40899,22284403,8703489
2021-01-11,US,United States,1990,373727,212595,116851,22496998,8820340
2021-01-12,US,United States,4455,378182,223914,83791,22720912,8904131
2021-01-13,US,United States,3939,382121,229805,90886,22950717,8995017
2021-01-14,US,United States,3898,386023,235151,120847,23186982,9115864
2021-01-15,US,United States,3788,389811,240101,61472,23427083,9177336
2021-01-16,US,United States,3336,393147,201792,79555,23628875,9256891
2021-01-17,US,United States,1746,394893,176652,41908,23805527,9298799
2021-01-18,US,United States,1396,396289,141258,78841,23946785,9377640
2021-01-19,US,United States,2762,399051,176532,109162,24123317,9486802
2021-01-20,US,United States,4359,403410,182383,119816,24305700,9606618
2021-01-21,US,United States,4186,407596,192741,48240,24498441,9654858
2021-01-22,US,United States,3726,411322,189036,103625,24687477,9758483
2021-01-23,US,United States,3319,414641,171667,70619,24859144,9829102
2021-01-24,US,United States,1771,416412,130012,40939,25009449,9870041
2021-01-25,US,United States,1902,418314,150321,116758,25159770,9986799
2021-01-26,US,United States,4070,422423,145894,73567,25307591,10060366
2021-01-27,US,United States,3925,426348,152136,100161,25459727,10160527
2021-01-28,US,United States,3986,430334,168041,124011,25627768,10284538
2021-01-29,US,United States,3588,433922,165383,62948,25793151,10347486
2021-01-30,US,United States,2718,436640,141405,83414,25934556,10430900
2021-01-31,US,United States,1784,438424,111468,40917,26046024,10471817
2021-02-01,US,United States,2021,440445,133536,106596,26179560,10578413
2021-02-02,US,United States,3520,443965,114142,57828,26293702,10636241
2021-02-03,US,United States,3895,447860,121130,87908,26414832,10724149
2021-02-04,US,United States,5070,452930,122686,127792,26537518,10851941
2021-02-05,US,United States,3660,456590,133186,57857,26670704,10909798
2021-02-06,US,United States,2602,459192,103481,78334,26774185,10988132
2021-02-07,US,United States,1291,460483,88922,34105,26863107,11022237
2021-02-08,US,United States,1586,462069,89276,81375,26952383,11103612
2021-02-09,US,United States,3121,465190,94946,74116,27047329,11177728
2021-02-10,US,United States,3356,468546,174326,114540,27141874,11292268
2021-02-11,US,United States,3863,472409,104992,75125,27246866,11367393
2021-02-12,US,United States,5435,477844,99064,56563,27345930,11423956
2021-02-13,US,United States,3350,481194,82806,62470,27428736,11486426
2021-02-14,US,United States,1084,482278,64520,30479,27493256,11516905
2021-02-15,US,United States,939,483265,53605,81611,27546861,11598516
2021-02-16,US,United States,1750,485015,61785,46166,27608646,11644682
2021-02-17,US,United States,2450,487465,70023,57044,27678669,11701726
2021-02-18,US,United States,2541,490006,69041,72593,27747683,11774319
2021-02-19,US,United States,2698,492704,109765,34547,27857448,11808866
2021-02-20,US,United States,1810,494537,71199,67418,27928647,11876284
2021-02-21,US,United States,1226,495763,56151,21797,27984798,11898081
2021-02-22,US,United States,1409,497172,55748,51169,28040546,11949250
2021-02-23,US,United States,2344,499516,71118,0,28111664,10359428
2021-02-24,US,United States,3206,502722,74324,66703,28185988,10426131
2021-02-25,US,United States,2404,505126,76999,56614,28262987,10482745
2021-02-26,US,United States,2140,507266,72598,31101,28335585,10513846
2021-02-27,US,United States,1526,508792,63898,52770,28403268,10566616
2021-02-28,US,United States,1086,509878,50831,21375,28454099,10587991
2021-03-01,US,United States,1562,511440,58436,28930,28512535,10616921
2021-03-02,US,United States,1921,512765,56518,31111,28541885,10648032
2021-03-03,US,United States,2456,515221,65776,31258,28607661,10679290
2021-03-04,US,United States,1897,517118,66855,45242,28674516,10724532
2021-03-05,US,United States,1750,519631,66468,26206,28741595,10750738
2021-03-06,US,United States,1479,521110,57649,0,28799611,10750738
2021-03-07,US,United States,671,521781,40756,0,28840367,0
2021-03-08,US,United States,714,522495,44565,0,28884932,0
2021-03-09,US,United States,1939,524434,56475,0,28941407,0
2021-03-10,US,United States,1553,525998,58510,0,29081912,0
2021-03-11,US,United States,1549,527547,61918,0,29130782,0
2021-03-12,US,United States,1765,529312,60873,0,29191655,0
2021-03-13,US,United States,1723,531036,52830,0,29244485,0
2021-03-14,US,United States,568,531604,37943,0,29282428,0
2021-03-15,US,United States,737,532341,56316,0,29338744,0
2021-03-16,US,United States,1284,533625,53402,0,29392146,0
2021-03-17,US,United States,1169,534794,58327,0,29450473,0
2021-03-18,US,United States,1605,536399,59964,0,29511160,0
2021-03-19,US,United States,1441,537840,61055,0,29572215,0
2021-03-20,US,United States,777,538618,54818,0,29627033,0
2021-03-21,US,United States,431,539049,33296,0,29660329,0
2021-03-22,US,United States,588,539637,50198,0,29710527,0
2021-03-23,US,United States,899,540512,53317,0,29764783,0
2021-03-24,US,United States,1449,541944,86652,0,29852302,0
2021-03-25,US,United States,1555,543499,67103,0,29919405,0
2021-03-26,US,United States,1259,544758,76770,0,29996175,0
2021-03-27,US,United States,737,545496,61552,0,30057727,0
2021-03-28,US,United States,506,546002,42969,0,30100696,0
2021-03-29,US,United States,698,546785,68895,0,30170256,0
2021-03-30,US,United States,872,547657,60904,0,30231160,0
2021-03-31,US,United States,1068,548725,66562,0,30297722,0
2021-04-01,US,United States,1059,549784,78378,0,30376204,0
2021-04-02,US,United States,957,550741,68877,0,30445081,0
2021-04-03,US,United States,675,551416,61390,0,30506471,0
2021-04-04,US,United States,217,551633,33751,0,30540222,0
2020-12-01,ZA,South Africa,109,21644,2295,1289,792299,732531
2020-12-02,ZA,South Africa,65,21709,4173,1774,796472,734305
2020-12-03,ZA,South Africa,94,21803,4400,5062,800872,739367
2020-12-04,ZA,South Africa,160,21963,4932,1083,805804,740450
2020-12-05,ZA,South Africa,104,22067,4645,3848,810449,744298
2020-12-06,ZA,South Africa,139,22206,4116,482,814565,744780
2020-12-07,ZA,South Africa,43,22249,3313,970,817878,745750
2020-12-08,ZA,South Africa,183,22432,4011,7322,821889,753072
2020-12-09,ZA,South Africa,142,22574,6709,1586,828598,754658
2020-12-10,ZA,South Africa,173,22747,8166,2013,836764,756671
2020-12-11,ZA,South Africa,205,22952,8319,1702,845083,758373
2020-12-12,ZA,South Africa,154,23106,7882,1745,852965,760118
2020-12-13,ZA,South Africa,170,23276,7999,893,860964,761011
2020-12-14,ZA,South Africa,175,23451,5163,1735,866127,762746
2020-12-15,ZA,South Africa,210,23661,7552,2231,873679,764977
2020-12-16,ZA,South Africa,166,23827,10008,9608,883687,774585
2020-12-17,ZA,South Africa,184,24011,9126,5728,892813,780313
2020-12-18,ZA,South Africa,274,24285,8725,3505,901538,783818
2020-12-19,ZA,South Africa,254,24539,10939,3964,912477,787782
2020-12-20,ZA,South Africa,152,24691,9445,6132,921922,793914
2020-12-21,ZA,South Africa,216,24907,8789,2432,930711,796346
2020-12-22,ZA,South Africa,339,25246,9501,11895,940212,808241
2020-12-23,ZA,South Africa,411,25657,14046,3131,954258,811372
2020-12-24,ZA,South Africa,326,25983,14305,11606,968563,822978
2020-12-25,ZA,South Africa,293,26276,14796,7273,983359,830251
2020-12-26,ZA,South Africa,245,26521,11552,8943,994911,839194
2020-12-27,ZA,South Africa,214,26735,9502,5680,1004413,844874
2020-12-28,ZA,South Africa,336,27071,7458,5100,1011871,849974
2020-12-29,ZA,South Africa,497,27568,9580,8482,1021451,858456
2020-12-30,ZA,South Africa,465,28033,17710,9141,1039161,867597
2020-12-31,ZA,South Africa,436,28469,18000,12074,1057161,879671
2021-01-01,ZA,South Africa,418,28887,16726,8030,1073887,887701
2021-01-02,ZA,South Africa,288,29175,15002,10003,1088889,897704
2021-01-03,ZA,South Africa,402,29577,11859,5975,1100748,903679
2021-01-04,ZA,South Africa,434,30011,12601,7894,1113349,911573
2021-01-05,ZA,South Africa,513,30524,14410,9306,1127759,920879
2021-01-06,ZA,South Africa,844,31368,21832,8360,1149591,929239
2021-01-07,ZA,South Africa,441,31809,20999,8977,1170590,938216
2021-01-08,ZA,South Africa,616,32425,21980,9703,1192570,947919
2021-01-09,ZA,South Africa,399,32824,21606,8793,1214176,956712
2021-01-10,ZA,South Africa,339,33163,17421,9656,1231597,966368
2021-01-11,ZA,South Africa,416,33579,15046,6897,1246643,973265
2021-01-12,ZA,South Africa,755,34334,13105,45858,1259748,1019123
2021-01-13,ZA,South Africa,806,35140,18555,11807,1278303,1030930
2021-01-14,ZA,South Africa,712,35852,18503,18810,1296806,1049740
2021-01-15,ZA,South Africa,615,36467,14880,12950,1311686,1062690
2021-01-16,ZA,South Africa,384,36851,13973,21288,1325659,1083978
2021-01-17,ZA,South Africa,254,37105,12267,14463,1337926,1098441
2021-01-18,ZA,South Africa,344,37449,9010,19011,1346936,1117452
2021-01-19,ZA,South Africa,839,38288,9780,27405,1356716,1144857
2021-01-20,ZA,South Africa,566,38854,12710,15555,1369426,1160412
2021-01-21,ZA,South Africa,647,39501,11381,23031,1380807,1183443
2021-01-22,ZA,South Africa,575,40076,11761,17841,1392568,1201284
2021-01-23,ZA,South Africa,498,40574,12271,16208,1404839,1217492
2021-01-24,ZA,South Africa,300,40874,8147,13028,1412986,1230520
2021-01-25,ZA,South Africa,243,41117,4551,10901,1417537,1241421
2021-01-26,ZA,South Africa,680,41797,6041,13253,1423578,1254674
2021-01-27,ZA,South Africa,753,42550,7070,8802,1430648,1263476
2021-01-28,ZA,South Africa,555,43105,7150,8721,1437798,1272197
2021-01-29,ZA,South Africa,528,43633,6141,12584,1443939,1284781
2021-01-30,ZA,South Africa,318,43951,5297,8140,1449236,1292921
2021-01-31,ZA,South Africa,213,44164,4525,6699,1453761,1299620
2021-02-01,ZA,South Africa,235,44399,2548,6402,1456309,1306022
2021-02-02,ZA,South Africa,547,44946,2649,12482,1458958,1318504
2021-02-03,ZA,South Africa,398,45344,4058,5176,1463016,1323680
2021-02-04,ZA,South Africa,261,45605,3751,3506,1466767,1327186
2021-02-05,ZA,South Africa,297,45902,3749,8432,1470516,1335618
2021-02-06,ZA,South Africa,278,46180,3184,4879,1473700,1340497
2021-02-07,ZA,South Africa,110,46290,2435,19707,1476135,1360204
2021-02-08,ZA,South Africa,183,46473,1376,3743,1477511,1363947
2021-02-09,ZA,South Africa,396,46869,1742,3300,1479253,1367247
2021-02-10,ZA,South Africa,276,47145,3159,7121,1482412,1374368
2021-02-11,ZA,South Africa,237,47382,2488,3612,1484900,1377980
2021-02-12,ZA,South Africa,288,47670,2781,5646,1487681,1383626
2021-02-13,ZA,South Africa,151,47821,2382,2370,1490063,1385996
2021-02-14,ZA,South Africa,78,47899,1744,2325,1491807,1388321
2021-02-15,ZA,South Africa,195,48094,1102,2834,1492909,1391155
2021-02-16,ZA,South Africa,219,48313,1210,5796,1494119,1396951
2021-02-17,ZA,South Africa,165,48478,2320,2878,1496439,1399829
2021-02-18,ZA,South Africa,230,48708,2327,3385,1498766,1403214
2021-02-19,ZA,South Africa,151,48859,1911,3693,1500677,1406907
2021-02-20,ZA,South Africa,81,48940,1690,2646,1502367,1409553
2021-02-21,ZA,South Africa,113,49053,1429,2462,1503796,1412015
2021-02-22,ZA,South Africa,97,49150,792,1551,1504588,1413566
2021-02-23,ZA,South Africa,263,49413,998,5893,1505586,1419459
2021-02-24,ZA,South Africa,110,49523,1862,3163,1507448,1422622
2021-02-25,ZA,South Africa,144,49667,1676,1779,1509124,1424401
2021-02-26,ZA,South Africa,117,49784,1654,2016,1510778,1426417
2021-02-27,ZA,South Africa,157,49941,1447,2630,1512225,1429047
2021-02-28,ZA,South Africa,52,49993,1168,1212,1513393,1430259
2021-03-01,ZA,South Africa,84,50077,566,1077,1513959,1431336
2021-03-02,ZA,South Africa,194,50271,856,1984,1514815,1433320
2021-03-03,ZA,South Africa,95,50366,1447,1452,1516262,1434772
2021-03-04,ZA,South Africa,96,50462,1404,1238,1517666,1436010
2021-03-05,ZA,South Africa,104,50566,1313,1040,1518979,1437050
2021-03-06,ZA,South Africa,81,50647,1227,2465,1520206,1439515
2021-03-07,ZA,South Africa,31,50678,862,1359,1521068,1440874
2021-03-08,ZA,South Africa,125,50803,638,1171,1521706,1442045
2021-03-09,ZA,South Africa,103,50906,991,2237,1522697,1444282
2021-03-10,ZA,South Africa,109,51015,1477,1697,1524174,1445979
2021-03-11,ZA,South Africa,95,51110,1474,1524,1525648,1447503
2021-03-12,ZA,South Africa,69,51179,1225,2151,1526873,1449654
2021-03-13,ZA,South Africa,82,51261,1541,3334,1528414,1452988
2021-03-14,ZA,South Africa,65,51326,1006,1302,1529420,1454290
2021-03-15,ZA,South Africa,95,51421,613,1035,1530033,1455325
2021-03-16,ZA,South Africa,139,51560,933,2676,1530966,1458001
2021-03-17,ZA,South Africa,74,51634,1531,1055,1532497,1459056
2021-03-18,ZA,South Africa,90,51724,1464,838,1533961,1459894
2021-03-19,ZA,South Africa,311,52035,1462,1302,1535423,1461196
2021-03-20,ZA,South Africa,47,52082,1378,914,1536801,1462110
2021-03-21,ZA,South Africa,29,52111,1051,979,1537852,1463089
2021-03-22,ZA,South Africa,85,52196,599,864,1538451,1463953
2021-03-23,ZA,South Africa,55,52251,510,1251,1538961,1465204
2021-03-24,ZA,South Africa,121,52372,1048,1391,1540009,1466595
2021-03-25,ZA,South Africa,163,52535,1554,659,1541563,1467254
2021-03-26,ZA,South Africa,67,52602,1516,2311,1543079,1469565
2021-03-27,ZA,South Africa,46,52648,1387,1599,1544466,1471164
2021-03-28,ZA,South Africa,15,52663,965,735,1545431,1471899
2021-03-29,ZA,South Africa,47,52710,548,746,1545979,1472645
2021-03-30,ZA,South Africa,78,52788,756,943,1546735,1473588
2021-03-31,ZA,South Africa,58,52846,1422,731,1548157,1474319
2021-04-01,ZA,South Africa,51,52897,1294,507,1549451,1474826
2021-04-02,ZA,South Africa,49,52946,1273,572,1550724,1475398
2021-04-03,ZA,South Africa,8,52954,777,1207,1551501,1476605
2021-04-04,ZA,South Africa,33,52987,463,758,1551964,1477363
2020-12-01,PT,Portugal,72,4577,2401,7935,300462,220877
2020-12-02,PT,Portugal,68,4645,3384,2569,303846,223446
2020-12-03,PT,Portugal,79,4724,3772,5572,307618,229018
2020-12-04,PT,Portugal,79,4803,4935,5020,312553,234038
2020-12-05,PT,Portugal,73,4876,6087,6165,318640,240203
2020-12-06,PT,Portugal,87,4963,3834,2852,322474,243055
2020-12-07,PT,Portugal,78,5041,2597,2788,325071,245843
2020-12-08,PT,Portugal,81,5122,2905,6585,327976,252428
2020-12-09,PT,Portugal,70,5192,4097,2272,332073,254700
2020-12-10,PT,Portugal,86,5278,3134,4848,335207,259548
2020-12-11,PT,Portugal,95,5373,5080,4100,340287,263648
2020-12-12,PT,Portugal,88,5461,4413,4805,344700,268453
2020-12-13,PT,Portugal,98,5559,4044,2869,348744,271322
2020-12-14,PT,Portugal,90,5649,2194,2955,350938,274277
2020-12-15,PT,Portugal,84,5733,2638,5761,353576,280038
2020-12-16,PT,Portugal,82,5815,4720,3681,358296,283719
2020-12-17,PT,Portugal,87,5902,4320,3309,362616,287028
2020-12-18,PT,Portugal,75,5977,4336,3662,366952,290690
2020-12-19,PT,Portugal,86,6063,3835,4124,370787,294814
2020-12-20,PT,Portugal,71,6134,3334,2419,374121,297233
2020-12-21,PT,Portugal,57,6191,2099,2370,376220,299603
2020-12-22,PT,Portugal,63,6254,2436,5222,378656,304825
2020-12-23,PT,Portugal,89,6343,4602,3621,383258,308446
2020-12-24,PT,Portugal,70,6413,4378,4087,387636,312533
2020-12-25,PT,Portugal,65,6478,4146,2593,391782,315126
2020-12-26,PT,Portugal,78,6556,1214,1545,392996,316671
2020-12-27,PT,Portugal,63,6619,1577,3075,394573,319746
