dateofrecord,country_code,country_name,dailydeceased,totaldeceased,dailyconfirmed,dailyrecovered,totalconfirmed,totalrecovered
2021-03-02,SY,Syrian Arab Republic,7,1039,54,81,15696,9961
2021-03-03,SY,Syrian Arab Republic,6,1045,57,78,15753,10039
2021-03-04,SY,Syrian Arab Republic,5,1050,62,84,15815,10123
2021-03-05,SY,Syrian Arab Republic,4,1054,55,86,15870,10209
2021-03-06,SY,Syrian Arab Republic,4,1058,55,84,15925,10293
2021-03-07,SY,Syrian Arab Republic,5,1063,56,81,15981,10374
2021-03-08,SY,Syrian Arab Republic,5,1068,61,80,16042,10454
2021-03-09,SY,Syrian Arab Republic,6,1074,75,87,16117,10541
2021-03-10,SY,Syrian Arab Republic,5,1079,70,84,16187,10625
2021-03-11,SY,Syrian Arab Republic,6,1085,70,86,16257,10711
2021-03-12,SY,Syrian Arab Republic,5,1090,71,88,16328,10799
2021-03-13,SY,Syrian Arab Republic,4,1094,73,86,16401,10885
2021-03-14,SY,Syrian Arab Republic,5,1099,77,85,16478,10970
2021-03-15,SY,Syrian Arab Republic,5,1104,78,88,16556,11058
2021-03-16,SY,Syrian Arab Republic,6,1110,100,83,16656,11141
2021-03-17,SY,Syrian Arab Republic,10,1120,120,90,16776,11231
2021-03-18,SY,Syrian Arab Republic,10,1130,149,91,16925,11322
2021-03-19,SY,Syrian Arab Republic,11,1141,152,88,17077,11410
2021-03-20,SY,Syrian Arab Republic,12,1153,163,93,17240,11503
2021-03-21,SY,Syrian Arab Republic,10,1163,171,96,17411,11599
2021-03-22,SY,Syrian Arab Republic,12,1175,172,94,17583,11693
2021-03-23,SY,Syrian Arab Republic,8,1183,160,101,17743,11794
2021-03-24,SY,Syrian Arab Republic,12,1195,153,113,17896,11907
2021-03-25,SY,Syrian Arab Republic,11,1206,150,115,18046,12022
2021-03-26,SY,Syrian Arab Republic,10,1216,155,120,18201,12142
2021-03-27,SY,Syrian Arab Republic,11,1227,155,115,18356,12257
2021-03-28,SY,Syrian Arab Republic,12,1239,142,120,18498,12377
2021-03-29,SY,Syrian Arab Republic,8,1247,140,115,18638,12492
2021-03-30,SY,Syrian Arab Republic,7,1254,137,118,18775,12610
2021-03-31,SY,Syrian Arab Republic,11,1265,134,121,18909,12731
2021-04-01,SY,Syrian Arab Republic,9,1274,130,124,19039,12855
2021-04-02,SY,Syrian Arab Republic,14,1288,125,122,19164,12977
2021-04-03,SY,Syrian Arab Republic,11,1299,120,113,19284,13090
2021-04-04,SY,Syrian Arab Republic,14,1313,120,115,19404,13205
